checkpoint,perturbation_type,subtype,layer_idx,head_idx,seed,baseline_loss,perturbed_loss,delta,elapsed_sec
512,head,output_zeroing,7,11,-1,6.36227331161499,6.3624083518981935,-2.1225162232048075e-05,1.212169885635376
512,head,output_zeroing,8,0,-1,6.36227331161499,6.361592769622803,0.00010696522435538013,1.2144477367401123
512,head,output_zeroing,8,1,-1,6.36227331161499,6.362540969848633,-4.206959062165443e-05,1.2131719589233398
512,head,output_zeroing,8,2,-1,6.36227331161499,6.361471939086914,0.00012595694790618403,1.2114126682281494
512,head,output_zeroing,8,3,-1,6.36227331161499,6.361047325134277,0.00019269629276610307,1.2136178016662598
512,head,output_zeroing,8,4,-1,6.36227331161499,6.358905544281006,0.0005293339611543563,1.2127313613891602
512,head,output_zeroing,8,5,-1,6.36227331161499,6.361226749420166,0.00016449500729763967,1.2110638618469238
512,head,output_zeroing,8,6,-1,6.36227331161499,6.362383060455322,-1.724994116988725e-05,1.2096574306488037
512,head,output_zeroing,8,7,-1,6.36227331161499,6.361674613952637,9.410121713254466e-05,1.2099697589874268
512,head,output_zeroing,8,8,-1,6.36227331161499,6.364534816741943,-0.0003554555134915114,1.2124125957489014
512,head,output_zeroing,8,9,-1,6.36227331161499,6.361990432739258,4.4461918229010304e-05,1.2125709056854248
512,head,output_zeroing,8,10,-1,6.36227331161499,6.3619092750549315,5.7218000898163014e-05,1.2166554927825928
512,head,output_zeroing,8,11,-1,6.36227331161499,6.361681270599365,9.305494854236929e-05,1.2132542133331299
512,head,output_zeroing,9,0,-1,6.36227331161499,6.364848308563232,-0.00040472906807403805,1.2112805843353271
512,head,output_zeroing,9,1,-1,6.36227331161499,6.363345317840576,-0.00016849421159398324,1.213230848312378
512,head,output_zeroing,9,2,-1,6.36227331161499,6.369163951873779,-0.001083046879833,1.213963508605957
512,head,output_zeroing,9,3,-1,6.36227331161499,6.369082622528076,-0.0010702638160254613,1.2111380100250244
512,head,output_zeroing,9,4,-1,6.36227331161499,6.3630768585205075,-0.00012629870899300897,1.2088055610656738
512,head,output_zeroing,9,5,-1,6.36227331161499,6.3622447204589845,4.493858500734541e-06,1.2118005752563477
512,head,output_zeroing,9,6,-1,6.36227331161499,6.362003917694092,4.234239991013418e-05,1.2104556560516357
512,head,output_zeroing,9,7,-1,6.36227331161499,6.362590656280518,-4.987913124522223e-05,1.2113738059997559
512,head,output_zeroing,9,8,-1,6.36227331161499,6.3638425636291505,-0.00024664957591428056,1.2147858142852783
512,head,output_zeroing,9,9,-1,6.36227331161499,6.364084014892578,-0.00028460004606881725,1.2142441272735596
512,head,output_zeroing,9,10,-1,6.36227331161499,6.359264335632324,0.0004729403839304574,1.213357925415039
512,head,output_zeroing,9,11,-1,6.36227331161499,6.362028732299804,3.844212645486424e-05,1.2132623195648193
512,head,output_zeroing,10,0,-1,6.36227331161499,6.362085609436035,2.9502375921481457e-05,1.2136259078979492
512,head,output_zeroing,10,1,-1,6.36227331161499,6.363688106536865,-0.00022237254713540944,1.21533203125
512,head,output_zeroing,10,2,-1,6.36227331161499,6.362317485809326,-6.943146289483846e-06,1.2133941650390625
512,head,output_zeroing,10,3,-1,6.36227331161499,6.362794456481933,-8.191173837061036e-05,1.2124626636505127
512,head,output_zeroing,10,4,-1,6.36227331161499,6.3618310546875,6.951240630957703e-05,1.2126786708831787
512,head,output_zeroing,10,5,-1,6.36227331161499,6.360890922546386,0.000217279107780525,1.2127115726470947
512,head,output_zeroing,10,6,-1,6.36227331161499,6.363488445281982,-0.00019099048523646054,1.2159342765808105
512,head,output_zeroing,10,7,-1,6.36227331161499,6.363950157165528,-0.00026356075390168547,1.2155380249023438
512,head,output_zeroing,10,8,-1,6.36227331161499,6.360354537963867,0.0003015861716628339,1.2173447608947754
512,head,output_zeroing,10,9,-1,6.36227331161499,6.365174446105957,-0.0004559902331877149,1.2127513885498047
512,head,output_zeroing,10,10,-1,6.36227331161499,6.362330703735352,-9.020693948679761e-06,1.2120552062988281
512,head,output_zeroing,10,11,-1,6.36227331161499,6.36231258392334,-6.172684892130878e-06,1.2143440246582031
512,head,output_zeroing,11,0,-1,6.36227331161499,6.366775188446045,-0.0007075893490517834,1.2139301300048828
512,head,output_zeroing,11,1,-1,6.36227331161499,6.366203079223633,-0.0006176672104715341,1.2104828357696533
