model,checkpoint,layer_idx,head_idx,class,OV_PR,QK_PR,OV_entropy,QK_entropy,abs_delta_this_ckpt
410M,0,21,0,never,56.785349603923585,56.54362196075692,4.09625244140625,4.094107627868652,
410M,0,21,3,never,56.75539937289793,56.74278326472542,4.095592498779297,4.095787048339844,
410M,0,21,6,never,56.860050867725725,56.45800453117142,4.096879005432129,4.093033313751221,
410M,0,21,9,never,56.526116473767175,56.451269392948554,4.0937604904174805,4.092453479766846,
410M,0,21,12,never,56.882878663677594,56.92575560658722,4.096806526184082,4.097292423248291,
410M,0,21,15,never,56.572615882551744,56.91808981773848,4.093954563140869,4.097287178039551,
410M,0,22,0,never,56.79395130004358,56.636819043979294,4.0961809158325195,4.094679832458496,
410M,0,22,3,growing,56.300078018466664,56.65754164476986,4.091449737548828,4.094629764556885,
410M,0,22,6,growing,56.62837165510886,56.71723842593778,4.094674110412598,4.0954270362854,
410M,0,22,9,never,56.72472470621902,57.13880056713824,4.095626354217529,4.099234104156494,
410M,0,22,12,never,57.11848342579281,56.756103576581275,4.0991902351379395,4.095701217651367,
410M,0,22,15,never,56.78779719641938,57.04189221702028,4.096104621887207,4.098553657531738,
410M,0,23,0,never,56.652681482075124,56.869337689378696,4.09446907043457,4.0968146324157715,
410M,0,23,3,never,56.50611230169856,56.61876971138192,4.093878746032715,4.094626426696777,
410M,0,23,6,never,56.77280596856992,56.556428146826725,4.095792293548584,4.09437370300293,
410M,0,23,9,never,57.105529233686234,56.99367893665458,4.0992112159729,4.097276210784912,
410M,0,23,12,never,56.91132537756521,57.117406255055464,4.097236633300781,4.099273681640625,
410M,0,23,15,never,56.94697591604338,57.035504914785264,4.097276210784912,4.098568439483643,
410M,512,0,0,emergent,50.27918976848672,55.384455362443404,4.040473937988281,4.084380149841309,6.173635074939229e-05
410M,512,0,3,never,51.60257714472649,56.47714145549541,4.0519118309021,4.093680381774902,0.0001350292322388
410M,512,0,6,emergent,52.26022672722781,56.58373688897829,4.0567145347595215,4.0949249267578125,1.9952897972392528e-05
410M,512,0,9,born,50.15225651892248,56.584352831999645,4.040918350219727,4.094295501708984,0.0005213990374113
410M,512,0,12,growing,53.11872293966063,56.34268750680353,4.0650458335876465,4.093175888061523,0.0001087867427055
410M,512,0,15,growing,51.22358769775578,56.091433433567126,4.048856735229492,4.0900726318359375,0.0001066911435626
410M,512,1,0,never,56.61582857458849,55.54303479002947,4.094753742218018,4.085915565490723,2.8136911158556977e-05
410M,512,1,3,emergent,56.69674818237797,55.40226813646254,4.095730304718018,4.084920406341553,7.403053238766654e-05
410M,512,1,6,growing,55.941734383288896,52.72905932780767,4.088726997375488,4.067669868469238,0.0003528569836793
410M,512,1,9,growing,55.45436187846668,53.45908717793394,4.085968971252441,4.073295593261719,0.0001605340708738
410M,512,1,12,growing,56.12977102259112,56.04592322663149,4.09056282043457,4.090521812438965,0.0003091483738231
410M,512,1,15,emergent,56.02945404900132,54.54766290846725,4.0899152755737305,4.080127716064453,6.651431679520217e-05
410M,512,2,0,emergent,56.28934430910002,54.94895641609013,4.091658115386963,4.081500053405762,2.8335294544073267e-05
410M,512,2,3,growing,56.057691922299774,54.73120180657124,4.089417457580566,4.080502986907959,0.0001445460464797
410M,512,2,6,never,55.35407928220366,50.76278169192666,4.083278179168701,4.057194709777832,0.0007603504282121
410M,512,2,9,growing,56.241063029521904,56.057151672268176,4.091382026672363,4.090198993682861,0.0001545043336068
410M,512,2,12,never,55.45512385338821,55.5548271809752,4.085747718811035,4.086923599243164,1.971260260417462e-05
410M,512,2,15,never,56.78843882837227,56.12170796594232,4.095987796783447,4.090707302093506,4.724877534153627e-05
410M,512,3,0,growing,53.743970020245776,50.15117883464903,4.070557117462158,4.054153919219971,0.0002913860754879
410M,512,3,3,growing,53.34180886257512,48.773546475583615,4.0669145584106445,4.043094635009766,0.000488470189546
410M,512,3,6,growing,53.72684319058915,52.259780475846576,4.06934928894043,4.065176010131836,0.0004709565689758
410M,512,3,9,born,49.73512017404686,49.87362570299009,4.0406341552734375,4.05484676361084,0.0021298216739571
410M,512,3,12,emergent,53.87643373342142,54.12958096159953,4.07481575012207,4.077718734741211,5.510587506143106e-05
410M,512,3,15,never,55.609904980029725,53.63326597325624,4.086233615875244,4.073629379272461,0.0001501007812744
410M,512,4,0,born,43.34980801864093,50.267067899802775,4.001582622528076,4.054173946380615,0.0006519911877316
410M,512,4,3,emergent,56.46227287263849,56.04279405123986,4.093152046203613,4.089225769042969,3.945035239802226e-05
410M,512,4,6,growing,56.09122267785446,55.93777256498119,4.089582920074463,4.088659286499023,0.0001014940576883
410M,512,4,9,growing,50.43167387161622,42.42313874864945,4.0420308113098145,4.005740165710449,0.0001553286026029
410M,512,4,12,never,56.19931652839987,55.170855201900984,4.090280055999756,4.084072589874268,0.0001589162683356
410M,512,4,15,growing,56.37733466890648,55.60436220784744,4.092427730560303,4.087150573730469,0.0001083480639516
410M,512,5,0,emergent,55.541022086162435,55.654912581540565,4.084974765777588,4.0879716873168945,2.7108670512399925e-05
410M,512,5,3,growing,52.9219748768593,48.153153101812954,4.063225269317627,4.0419769287109375,0.0001461247311675
410M,512,5,6,born,37.24666078848745,53.11195693668947,3.948072910308838,4.068778038024902,0.0008696121733901
410M,512,5,9,born,55.698559713448894,53.12299898634727,4.085899353027344,4.071075439453125,0.0006278023853584
410M,512,5,12,born,37.07802873143968,48.65109940787899,3.9377105236053467,4.044641971588135,0.0009884102917343
410M,512,5,15,growing,54.21233136719045,43.50693847227484,4.0734758377075195,4.010230541229248,0.0002286745726041
410M,512,6,0,emergent,54.907811586608965,54.73133011289366,4.0810770988464355,4.0812554359436035,4.203213054186208e-05
410M,512,6,3,emergent,56.307772175678714,55.18481071331539,4.09137487411499,4.084798812866211,7.62518674791795e-05
410M,512,6,6,never,54.850535168119976,50.443408816402766,4.0792388916015625,4.054034233093262,8.443588066521384e-05
410M,512,6,9,growing,54.79424794518461,55.24583578527477,4.080630779266357,4.084262847900391,0.0002701702297654
410M,512,6,12,never,56.17286561075609,56.541453127042665,4.090329170227051,4.094606399536133,6.830814966149318e-05
410M,512,6,15,emergent,53.908137411278155,44.71538456824263,4.0709428787231445,4.01984977722168,1.031873017962566e-05
410M,512,7,0,emergent,56.02827695051139,56.38441504466958,4.088596820831299,4.09284782409668,3.280590604890026e-05
410M,512,7,3,emergent,56.146246408130665,55.4934298188513,4.090222358703613,4.085761070251465,6.449415922146367e-05
410M,512,7,6,never,55.90578988470166,56.536967635917385,4.088352680206299,4.093817710876465,5.249894972765799e-05
410M,512,7,9,emergent,52.44291793401378,54.83854555045403,4.064511299133301,4.084332466125488,9.678873907947852e-05
410M,512,7,12,emergent,55.84592585720943,55.97593226411559,4.087115287780762,4.089452266693115,4.21746312836461e-05
410M,512,7,15,never,55.56681918343645,55.61451799029075,4.084634780883789,4.086447715759277,9.457019812035386e-05
410M,512,8,0,emergent,56.35683003434539,56.18486947105545,4.091871738433838,4.090486526489258,6.522342772328226e-05
410M,512,8,3,emergent,55.95630439537583,54.5226454951675,4.088574409484863,4.080189228057861,2.753058447323563e-05
410M,512,8,6,emergent,56.13643006241719,56.21538017773926,4.090109825134277,4.091711521148682,7.091507499539635e-05
410M,512,8,9,emergent,55.818498641453345,56.10160362682378,4.086682319641113,4.090423583984375,3.249296324340104e-05
410M,512,8,12,emergent,54.66590921523134,55.63366966977315,4.080574035644531,4.088386058807373,1.4146691280555711e-05
410M,512,8,15,emergent,55.70165837688755,56.5180435752321,4.085865497589111,4.094148635864258,2.1648936212119544e-05
410M,512,9,0,emergent,55.83956247903306,56.24235183007118,4.087719440460205,4.091781139373779,4.40914059657838e-06
410M,512,9,3,emergent,55.774309216714364,56.5221624714825,4.087160110473633,4.094303131103516,4.537111850958179e-05
410M,512,9,6,growing,54.19564491648884,52.74828138130889,4.073055267333984,4.068713188171387,0.0001808054999161
410M,512,9,9,growing,56.02133516934231,56.73205130876761,4.088893890380859,4.09578800201416,0.0001377590993891
410M,512,9,12,growing,55.94656736903828,56.108060535265224,4.088201522827148,4.090426445007324,0.0001199381242779
410M,512,9,15,emergent,55.18620833196177,55.52659204884992,4.0828094482421875,4.086675643920898,9.560961529502316e-05
410M,512,10,0,never,55.47024548589428,55.699562643225555,4.0839691162109375,4.087329864501953,8.135395285913097e-05
410M,512,10,3,growing,54.70479336011642,52.78080287441679,4.077334403991699,4.06783390045166,0.0001900456950701
410M,512,10,6,emergent,55.7147086203186,56.469740342254106,4.085875034332275,4.093029975891113,3.5608420636061554e-05
410M,512,10,9,never,56.00401552541452,56.363582018394375,4.0880279541015625,4.092218399047852,0.0001028212704787
410M,512,10,12,emergent,55.81151465929842,56.63372091893895,4.086394309997559,4.095017910003662,9.781977385776364e-05
410M,512,10,15,emergent,55.31222129203128,56.141726236886875,4.08302116394043,4.090679168701172,3.764254887070059e-05
410M,512,11,0,emergent,56.4159446597201,56.587789037305065,4.0924072265625,4.094102382659912,7.766569836759664e-05
410M,512,11,3,emergent,55.51896922468625,54.78394310159838,4.084930896759033,4.081660270690918,4.5784650073773085e-05
410M,512,11,6,never,55.9185269245718,54.52731952510598,4.0876617431640625,4.079849720001221,1.6035524641282666e-05
410M,512,11,9,emergent,56.03496874552696,56.34133154568797,4.088769435882568,4.091968536376953,4.2171837151387925e-05
410M,512,11,12,emergent,55.25226749308712,56.257131942396164,4.081329345703125,4.091506004333496,7.78165815061552e-06
410M,512,11,15,emergent,55.47770795779436,56.56208591054461,4.084421634674072,4.094303131103516,7.130904763430087e-05
410M,512,12,0,emergent,56.05062278870628,56.299733689622066,4.089031219482422,4.092245101928711,2.184731959763583e-05
410M,512,12,3,never,51.157084639700365,56.06212472783672,4.056783676147461,4.090237617492676,7.442171089431287e-05
410M,512,12,6,emergent,54.518391120544294,53.7295692221595,4.076749801635742,4.073857307434082,2.173276017791312e-05
410M,512,12,9,emergent,55.705699894558826,56.41557021687002,4.085719108581543,4.0928850173950195,3.48037105649637e-05
410M,512,12,12,emergent,55.35472495356617,56.73206462373643,4.081957817077637,4.095986366271973,3.1271927476244046e-05
410M,512,12,15,emergent,55.24757650051495,56.88173404833511,4.081825256347656,4.097222328186035,2.9176328333486504e-05
410M,512,13,0,emergent,55.75102531631123,56.35305881114839,4.086966514587402,4.092181205749512,5.764574122243915e-05
410M,512,13,3,emergent,55.917711514831126,56.15094344267035,4.087513446807861,4.0907979011535645,1.90140695565454e-05
410M,512,13,6,growing,55.318789089226065,56.37679963834422,4.08266019821167,4.092042446136475,0.0001020361193332
410M,512,13,9,never,54.787555301903694,56.14395515780606,4.07824182510376,4.090648174285889,9.678035668296424e-05
410M,512,13,12,growing,54.51744248457972,56.081734961980054,4.077331066131592,4.090052127838135,0.0001926414438751
410M,512,13,15,emergent,55.74691856172735,56.29456260334867,4.086310386657715,4.091765403747559,4.4982734135193626e-05
410M,512,14,0,never,55.709683936449686,56.27842658750479,4.086251258850098,4.091719627380371,6.721843810721762e-05
410M,512,14,3,never,55.334187159201534,56.04174210328925,4.083414554595947,4.089542388916016,9.210018526371836e-05
410M,512,14,6,never,55.51045760376507,55.86797085941081,4.084549427032471,4.088030815124512,7.467597692369155e-05
410M,512,14,9,emergent,55.26504013588304,56.54084344746418,4.08133602142334,4.093801498413086,3.02520692266013e-05
410M,512,14,12,growing,54.42395537002771,54.910944777035844,4.076215744018555,4.08323335647583,0.0004005081140565
410M,512,14,15,growing,55.51935384166609,56.68893182423616,4.083719253540039,4.095643520355225,0.000152073438601
410M,512,15,0,emergent,55.67124372046903,56.00717788590635,4.086526393890381,4.08976936340332,2.102863886576755e-05
410M,512,15,3,emergent,55.97875732471217,56.43471706696305,4.08754301071167,4.09345817565918,5.004849579643938e-05
410M,512,15,6,emergent,55.091034266929974,56.211756957279675,4.081027030944824,4.091202735900879,6.758446942432105e-05
410M,512,15,9,emergent,56.26844460029184,55.97224355777963,4.091691970825195,4.088808536529541,1.1573295533230193e-05
410M,512,15,12,never,55.39266968982846,56.32560417186916,4.08319091796875,4.092769622802734,7.703422449247217e-05
410M,512,15,15,never,55.90426720610294,56.41279527732953,4.087444305419922,4.093179702758789,1.4518310861915274e-05
410M,512,16,0,emergent,55.05434447681258,56.15167582563998,4.079982757568359,4.090076446533203,4.310228317098097e-05
410M,512,16,3,emergent,55.33651252708088,56.22632899397234,4.081971645355225,4.091125965118408,7.264743695343875e-06
410M,512,16,6,emergent,55.36316242553297,55.89804265700606,4.083252429962158,4.088387966156006,1.4711105983045325e-05
410M,512,16,9,never,55.424008676497756,54.93063924095736,4.083625793457031,4.08198356628418,2.8748826108134445e-05
410M,512,16,12,emergent,55.04482918613049,55.9768816589469,4.080656051635742,4.089813709259033,6.851212131152582e-06
410M,512,16,15,growing,54.28674899004465,54.5364735670212,4.0746002197265625,4.07956600189209,0.0002804694010196
410M,512,17,0,growing,49.3163388496924,54.825836052400234,4.043858528137207,4.080716133117676,0.0001365687990758
410M,512,17,3,never,55.555820397030715,56.04404540932355,4.084993362426758,4.089323997497559,3.112663260233197e-05
410M,512,17,6,emergent,54.86620569972528,55.84522141793259,4.078676223754883,4.088262557983398,2.3263944618181047e-05
410M,512,17,9,never,55.21435598541584,56.632251950106195,4.0815277099609375,4.0953898429870605,1.9553337069231888e-05
410M,512,17,12,never,54.3425261644798,54.251481605900146,4.075747489929199,4.077998161315918,9.553137959374594e-05
410M,512,17,15,emergent,53.99101633761617,55.05652767857816,4.073096752166748,4.081884860992432,5.8676776000854375e-06
410M,512,18,0,emergent,54.91298517428983,55.2420563923422,4.0789794921875,4.08420467376709,1.9044805010474543e-05
410M,512,18,3,never,55.26740651101154,56.52603532825555,4.0822930335998535,4.093348979949951,8.92697293548861e-05
410M,512,18,6,emergent,55.37432698745448,56.35875584396209,4.082986354827881,4.0924506187438965,1.2987126421517233e-05
410M,512,18,9,never,54.80617514388379,56.24339474830257,4.078732490539551,4.091765403747559,5.704220866950609e-05
410M,512,18,12,growing,55.53315448096048,56.179994639212616,4.084663391113281,4.090972900390625,0.0001043021605396
410M,512,18,15,growing,55.23976162342421,56.1914237019178,4.081957817077637,4.09059476852417,0.0001177950248877
410M,512,19,0,never,54.40196427394756,56.24804709142042,4.076176643371582,4.091331481933594,0.000130002588428
410M,512,19,3,growing,45.432682911821495,54.04278390494297,4.0176005363464355,4.077695369720459,0.0004510232299287
410M,512,19,6,growing,55.43424507132449,56.456722647464424,4.08367919921875,4.093532562255859,0.0001300472945432
410M,512,19,9,emergent,55.52058396022514,55.54637040048481,4.0845046043396,4.085609436035156,4.7449952859310734e-05
410M,512,19,12,emergent,55.03454966344236,56.58862403989647,4.079751491546631,4.09503698348999,5.403851656418001e-06
410M,512,19,15,never,55.296593341500184,56.372493950177876,4.081890106201172,4.092796325683594,9.731962419565071e-05
410M,512,20,0,never,52.20417569179445,54.863816054328844,4.058078289031982,4.080914497375488,0.0001169288439087
410M,512,20,3,never,55.68377321718372,56.199595747919204,4.085263252258301,4.090554237365723,5.9643545738762806e-05
410M,512,20,6,growing,31.643830676990284,54.961515046900594,3.915631055831909,4.082059383392334,0.0001965448465454
410M,512,20,9,emergent,55.332499350058924,55.95110228364482,4.082574367523193,4.089145660400391,7.148787209427016e-05
410M,512,20,12,never,48.21330710754412,56.036367826879854,4.039231300354004,4.089284896850586,0.0002002275127723
410M,512,20,15,never,55.0457307158946,56.54503099022893,4.080016613006592,4.093507289886475,0.0001575555259588
410M,512,21,0,never,52.74791029962177,55.17590692561193,4.0649943351745605,4.0833916664123535,8.983414405724559e-05
410M,512,21,3,never,55.50583006502225,56.40428275153368,4.0839643478393555,4.092726707458496,1.1835943959123162e-05
410M,512,21,6,never,46.379893099361226,50.745472971341705,4.016020774841309,4.055947303771973,0.0004265997204514
410M,512,21,9,never,54.82354698276214,56.08462997706942,4.07883358001709,4.08929967880249,2.60692533374704e-05
410M,512,21,12,never,46.98089202528682,56.22922851385679,4.03252649307251,4.091730117797852,6.793094181574737e-05
410M,512,21,15,never,53.04396071533765,56.26398583697585,4.066249847412109,4.0919694900512695,3.8388582165417665e-05
410M,512,22,0,never,55.259488078852456,56.06385840791036,4.082286357879639,4.089858531951904,4.922702093244303e-05
410M,512,22,3,growing,46.813214650513736,50.545909385528674,4.024007320404053,4.055971622467041,0.000294554621392
410M,512,22,6,growing,47.88731433186903,54.508972298951406,4.033843040466309,4.079605579376221,0.0001797688768735
410M,512,22,9,never,55.252668864717585,56.516768410360825,4.082271575927734,4.094162940979004,6.609240283436645e-05
410M,512,22,12,never,54.15542349615669,55.14765690167039,4.075103759765625,4.084063529968262,8.130924674404106e-05
410M,512,22,15,never,55.53444822365431,56.63219056270377,4.084295749664307,4.095096111297607,6.663167034718306e-05
410M,512,23,0,never,54.191058123869304,56.15927647502492,4.074956893920898,4.091551780700684,0.000267437568483
410M,512,23,3,never,54.71216038186318,55.75848427158806,4.078529357910156,4.087574481964111,8.256381209751548e-05
410M,512,23,6,never,51.247701736012765,52.436188285232966,4.053077220916748,4.066730499267578,0.0004817754488176
410M,512,23,9,never,55.762876585910526,56.321867326055475,4.08745813369751,4.091824531555176,8.81995767257672e-05
410M,512,23,12,never,31.670322626750774,47.03779914605996,3.8827097415924072,4.037254810333252,0.0007563212895934
410M,512,23,15,never,54.23675937133247,54.90578179024628,4.074919700622559,4.083420753479004,7.127831217946094e-06
410M,1000,0,0,emergent,43.55125471167153,52.72605002044707,3.9588680267333984,4.063403129577637,0.0002318530421498
410M,1000,0,3,never,43.53194201997464,55.532572119373,3.9669337272644043,4.085539817810059,0.0001388393113089
410M,1000,0,6,emergent,43.481652341991825,55.917997305850434,3.9630985260009766,4.089195251464844,2.2387834123611657e-05
410M,1000,0,9,born,42.64072904504522,55.569533320255076,3.952244758605957,4.085597038269043,3.938328820047431e-05
410M,1000,0,12,growing,44.121705669315936,54.64722949756719,3.9693098068237305,4.080809593200684,2.7888293369499e-05
410M,1000,0,15,growing,42.04870779838491,55.139197874742024,3.9458231925964355,4.08171272277832,0.0001272439572214
410M,1000,1,0,never,50.64754171124759,53.21404191871379,4.047299861907959,4.06962251663208,0.000118211624144
410M,1000,1,3,emergent,47.96401297095596,48.52724602136336,4.020134925842285,4.038932800292969,0.0002512416784951
410M,1000,1,6,growing,43.08453276992348,45.64923241073901,3.960469961166382,4.014923572540283,0.0002979820721852
410M,1000,1,9,growing,41.657233053949625,45.48237613341293,3.964958667755127,4.020398139953613,7.352087526773963e-05
410M,1000,1,12,growing,50.81269540390643,54.227457929283794,4.047531604766846,4.076988697052002,7.171826862349786e-05
410M,1000,1,15,emergent,44.078081958486884,48.391205380876706,3.987537145614624,4.03965950012207,9.15199219086204e-06
410M,1000,2,0,emergent,53.27961830294935,50.274755030196694,4.062899589538574,4.049272537231445,4.901777681641419e-05
410M,1000,2,3,growing,51.29066819743559,47.950713268245764,4.044300079345703,4.032437324523926,3.886219206153405e-05
410M,1000,2,6,never,47.3059142705884,43.71299109328895,4.009919166564941,4.001073837280273,0.0003042275059115
410M,1000,2,9,growing,53.033001710646175,55.03521512005505,4.061708450317383,4.0826005935668945,5.178537631081165e-05
410M,1000,2,12,never,43.383386259701915,51.47733944855155,3.995687484741211,4.060432434082031,0.0001658127914564
410M,1000,2,15,never,53.083850722149066,52.8128170046894,4.063201427459717,4.065972805023193,5.510109174388903e-05
410M,1000,3,0,growing,23.069604283977764,35.707640695658434,3.6371631622314453,3.957531452178955,0.0054006712652384
410M,1000,3,3,growing,40.969877006542745,44.11030767188465,3.929368734359741,3.9992594718933105,0.0009376681126106
410M,1000,3,6,growing,41.03467245094585,43.45115969054776,3.93560528755188,4.002012729644775,0.0007958489033803
410M,1000,3,9,born,29.428533744391903,41.76279668358614,3.742499589920044,3.9967567920684814,0.0050047385587908
410M,1000,3,12,emergent,40.359937368475606,48.50974506245759,3.95590877532959,4.042190074920654,0.000285406285362
410M,1000,3,15,never,47.19344234354147,46.04663777217315,4.007241249084473,4.021490097045898,0.0001898102336541
410M,1000,4,0,born,29.92396927058136,38.58782510878845,3.7677178382873535,3.971774101257324,0.0004122912652433
410M,1000,4,3,emergent,50.422597200559025,54.648099768509994,4.035923480987549,4.078158855438232,1.9766913542574463e-05
410M,1000,4,6,growing,50.69288625826916,55.0495350310256,4.038554668426514,4.081911087036133,6.963388406719754e-05
410M,1000,4,9,growing,27.757248345558054,33.1142504897644,3.7072699069976807,3.930197238922119,0.005436615318921
410M,1000,4,12,never,50.105753138012375,48.7520299479315,4.032102108001709,4.040139198303223,8.90070805269013e-05
410M,1000,4,15,growing,49.72899801966649,51.681742986886384,4.029180526733398,4.059427261352539,9.097952591202994e-06
410M,1000,5,0,emergent,49.179616444240764,50.40221537825865,4.02268648147583,4.052061080932617,8.265356760149072e-05
410M,1000,5,3,growing,40.2757327048455,38.025266267602575,3.923790454864502,3.9628195762634277,0.0002099206846514
410M,1000,5,6,born,24.949659455093936,45.78504550479762,3.758209228515625,4.020350933074951,9.024613134612731e-06
410M,1000,5,9,born,43.99378992874053,37.60133403453886,3.9516959190368652,3.907118558883667,0.0001354811361903
410M,1000,5,12,born,28.79963309839826,36.701797911830056,3.7098424434661865,3.954878330230713,0.0036944133672785
410M,1000,5,15,growing,38.699529934734805,35.201899738041604,3.8999361991882324,3.9243228435516357,0.0004209877808088
410M,1000,6,0,emergent,45.40473177937723,45.41823238025212,3.9970316886901855,4.014213562011719,0.0001592354001898
410M,1000,6,3,emergent,50.19083948729992,39.963073207434924,4.028659820556641,3.928363800048828,0.000314302031267
410M,1000,6,6,never,45.11134961649067,39.62878389041417,3.9825003147125244,3.961888074874878,0.0001820748509674
410M,1000,6,9,growing,36.01789343409564,49.35163500668531,3.9271230697631836,4.043945789337158,0.0001515154573885
410M,1000,6,12,never,50.336387163624195,55.30115384329776,4.032659530639648,4.085068702697754,2.497401496281974e-06
410M,1000,6,15,emergent,45.681954828174234,31.85214793245739,3.9830825328826904,3.903426170349121,0.0001235383846768
410M,1000,7,0,emergent,51.356809973276256,55.46966952682003,4.041508674621582,4.085010528564453,5.608924442247001e-05
410M,1000,7,3,emergent,50.22122058493739,48.08581095685813,4.0330810546875,4.032719612121582,7.894799505685698e-05
410M,1000,7,6,never,50.84697740058477,52.5733909235115,4.037806510925293,4.061581611633301,4.520798504413619e-05
410M,1000,7,9,emergent,32.192844832304765,42.37783645556871,3.845493793487549,3.9967293739318848,0.0001706686354784
410M,1000,7,12,emergent,50.9880667615382,48.24858575687523,4.038943290710449,4.030660629272461,3.478220229096081e-05
410M,1000,7,15,never,49.98936197943382,51.27289289130927,4.029891490936279,4.053779602050781,3.366281058481618e-05
410M,1000,8,0,emergent,50.216504059719945,54.3829614297666,4.035637855529785,4.076706886291504,2.163899967191242e-05
410M,1000,8,3,emergent,46.86049527064255,38.57500731027298,3.998784065246582,3.9108426570892334,0.0023431029994343
410M,1000,8,6,emergent,50.81289115399801,38.13590546325936,4.034169673919678,3.892439842224121,0.0006632434458833
410M,1000,8,9,emergent,51.324930281306244,49.781579604957976,4.041847229003906,4.036601543426514,7.040201837600774e-05
410M,1000,8,12,emergent,45.05870492970926,46.811963568750485,3.995028257369995,4.025887489318848,7.74271663250332e-05
410M,1000,8,15,emergent,45.881203806916716,52.59384635304057,4.0056610107421875,4.066957473754883,3.091837091992249e-06
410M,1000,9,0,emergent,47.15753954879318,45.160486539911105,4.013354301452637,3.9954707622528076,9.405592311894456e-05
410M,1000,9,3,emergent,51.21980821615226,53.64647014239131,4.0422844886779785,4.072713375091553,9.078652734271778e-06
410M,1000,9,6,growing,39.083052430257645,38.81225117871822,3.895411968231201,3.9012908935546875,0.0017249787592529
410M,1000,9,9,growing,52.009344770371406,53.57443654276404,4.047942161560059,4.07088565826416,6.040855241938575e-06
410M,1000,9,12,growing,51.073461078955745,53.17035532529472,4.039957523345947,4.067500591278076,4.121677461577009e-05
410M,1000,9,15,emergent,39.33691699368291,43.98387457412276,3.9381937980651855,4.013075351715088,7.980876867918865e-05
410M,1000,10,0,never,46.5300179484959,36.29202922162185,3.9923782348632812,3.875668525695801,0.0005486949345985
410M,1000,10,3,growing,37.342566380225925,35.93761404519342,3.827413558959961,3.840198278427124,0.0046787523940941
410M,1000,10,6,emergent,51.68141400200353,48.694194005550614,4.045902252197266,4.03348445892334,3.014637663889923e-05
410M,1000,10,9,never,44.19369182810216,31.203591654339274,3.9520556926727295,3.7489476203918457,0.0004949872925302
410M,1000,10,12,emergent,51.31837453772939,52.646843339588656,4.04248571395874,4.066629409790039,7.334331658314562e-05
410M,1000,10,15,emergent,49.6449226099797,53.13627530164808,4.030306816101074,4.066413402557373,2.4661357278628754e-05
410M,1000,11,0,emergent,51.819400569387156,53.90032310146505,4.047192096710205,4.072369575500488,5.583448630997139e-05
410M,1000,11,3,emergent,26.556483052504934,36.1756331184703,3.8274805545806885,3.954822540283203,8.554082620914931e-05
410M,1000,11,6,never,49.061791767970796,32.500557806938794,4.0192413330078125,3.8747305870056152,0.0007333945661183
410M,1000,11,9,emergent,51.4028036433337,52.09197073517158,4.041986465454102,4.060227394104004,1.87671809498707e-05
410M,1000,11,12,emergent,51.00569246192223,50.68371705358895,4.038711071014404,4.053609848022461,2.8359209880454058e-05
410M,1000,11,15,emergent,50.04799399976076,54.86790105980555,4.033814430236816,4.080438613891602,3.388668892608105e-05
410M,1000,12,0,emergent,50.877502521493646,49.6428299265799,4.0352325439453125,4.046550273895264,0.0001126648452413
410M,1000,12,3,never,39.56094012883248,50.011305368517434,3.9572415351867676,4.048432350158691,0.0001161233796162
410M,1000,12,6,emergent,42.903366973999965,34.796506426379864,3.964688777923584,3.913775682449341,0.0008491280886232
410M,1000,12,9,emergent,50.45982758266505,45.0733837024714,4.032070636749268,4.0173258781433105,3.2006882853934664e-05
410M,1000,12,12,emergent,50.777741087273974,55.11508509154666,4.034657955169678,4.082099437713623,2.8884165990888416e-05
410M,1000,12,15,emergent,50.78057828393223,52.399042694950325,4.035455703735352,4.0614519119262695,2.523263304591372e-05
410M,1000,13,0,emergent,49.885586950536066,51.579313024572706,4.028743743896484,4.055154800415039,1.4714210979216868e-05
410M,1000,13,3,emergent,50.2600918707711,49.16028867408939,4.031052112579346,4.038312911987305,2.505121438910665e-06
410M,1000,13,6,growing,47.42850551001761,50.60644390817785,4.009995460510254,4.048173904418945,9.572729073472397e-06
410M,1000,13,9,never,48.259977411863474,52.12640660615041,4.017317771911621,4.061635971069336,2.243801375177661e-05
410M,1000,13,12,growing,42.24057998986487,49.255857471500256,3.9797000885009766,4.046497821807861,2.45841578505444e-05
410M,1000,13,15,emergent,51.62170176794404,52.07051908405289,4.044198036193848,4.060774803161621,6.053207150450046e-05
410M,1000,14,0,never,44.76670224340205,37.41337066581278,3.9748642444610596,3.9522526264190674,0.0001759838160971
410M,1000,14,3,never,50.01368970567302,51.41664748067115,4.028384208679199,4.056293487548828,4.397279419586503e-05
410M,1000,14,6,never,49.73833598954203,49.00771852406467,4.026427268981934,4.039701461791992,2.852518865110503e-06
410M,1000,14,9,emergent,49.658023346496634,53.345556030556274,4.024957656860352,4.068793296813965,5.2491751077154365e-05
410M,1000,14,12,growing,27.932760062768637,30.29141086844694,3.7976956367492676,3.8884406089782715,0.0018885411873828
410M,1000,14,15,growing,49.90408924613385,52.052014171026066,4.025372505187988,4.05910062789917,8.109799912801758e-06
410M,1000,15,0,emergent,50.10790730689423,50.887368655007734,4.02954626083374,4.049224853515625,7.27488809876151e-05
410M,1000,15,3,emergent,50.582099395338126,49.921484319867034,4.033109664916992,4.047942161560059,3.153596634279986e-06
410M,1000,15,6,emergent,46.18853665534963,41.16136834529208,3.9916343688964844,3.975290536880493,0.0001317446838746
410M,1000,15,9,emergent,51.35570216531791,49.52183236906026,4.042573928833008,4.040108680725098,6.347722968331218e-05
