layer_idx,head_idx,class,abs_delta,random_control,OV_PR,QK_PR,OV_entropy,QK_entropy,emergent_dummy,log_abs_delta
10,0,emergent,0.0019092246458925,1.6718546373012275,46.66046194954055,11.29799248495662,3.993366241455078,3.145444393157959,1,-6.261058063900297
10,1,growing,0.0016375368873651,0.3161693831598306,56.45382632983391,8.426066090820699,4.092551231384277,2.818356513977051,1,-6.4145620640734125
10,2,emergent,0.0009217817554103,1.2116540275849985,43.41634983743551,12.742390987266486,3.977222442626953,3.366694450378418,1,-6.989202070225332
10,3,emergent,0.0049746941979762,-0.35530058248941077,14.746037458422489,11.166127421511558,3.2798264026641846,2.882375478744507,1,-5.303391378004277
10,4,emergent,0.0028895236774515,0.12381574715403841,21.927779111296008,6.922084860256405,3.5364863872528076,2.525940418243408,1,-5.846663607932522
10,5,growing,0.0025764440601388,-0.7046789252167275,45.56564381355578,19.336657975116548,3.9828391075134277,3.3231749534606934,1,-5.961345102002119
10,6,growing,0.0009275507049773,-0.12170912727246856,54.77109095016486,19.39479053496359,4.079627990722656,3.3941397666931152,1,-6.982963096537811
10,7,growing,0.0015993455907721,0.7430679488232456,52.211774581965685,19.91081783338756,4.051330089569092,3.347398519515991,1,-6.438160739169512
10,8,growing,0.0028192785662372,0.64460351179642,46.91381843848003,20.570145911588714,4.005117416381836,3.3975555896759033,1,-5.871274254337032
10,9,growing,0.0020491989229544,-2.942443521483255,41.97425925134028,9.833021720943268,3.9709653854370117,3.254486083984375,1,-6.190306331492573
10,10,emergent,0.0023250312536032,-0.4371220733043535,51.96151123343276,22.500929065929146,4.050004005432129,3.476795196533203,1,-6.064021797623187
10,11,emergent,0.0016180046699122,-0.15508870624223442,43.622919141745776,13.376056686523023,3.9457383155822754,3.301553249359131,1,-6.42656157412491
11,0,born,0.0005956787698859,0.9486440024390174,42.12028199104285,13.636560317714554,3.9587864875793457,3.217526912689209,0,-7.425809012900588
11,1,never,8.44591225798984e-05,-0.17921903353162255,56.088400426679314,6.575456549800608,4.086859703063965,2.414903163909912,0,-9.379242897099955
11,2,born,0.0007305247767922,-0.5503472361413485,59.27869647614203,5.867975901428816,4.117786407470703,2.427095651626587,0,-7.221747409768694
11,3,never,0.0001393165884625,-1.4034004663816775,55.98850333935758,10.786996450505374,4.088427543640137,2.9468488693237305,0,-8.878761599828445
11,4,growing,0.0006032535282363,-0.918637483491737,55.84112534884354,9.124660218614824,4.086682319641113,2.813504219055176,1,-7.413173004762934
11,5,never,0.000217561687725,1.3375233930619237,58.74215706338087,3.7364204732527444,4.112902641296387,1.8729137182235718,0,-8.433028125924436
11,6,born,0.0013456535530561,0.8776368743029606,26.682963176360587,10.947942176028617,3.826765298843384,2.9382917881011963,0,-6.61087547089299
11,7,never,0.0004529745181642,-1.1079084949920843,55.58985651983766,12.740643329489172,4.08484411239624,3.1478748321533203,0,-7.69967468535656
11,8,growing,0.0005549616088879,-0.13569706452729408,58.90547774449091,4.992950302227648,4.115281105041504,2.1794497966766357,1,-7.4966116197853685
11,9,never,0.000120620656082,-0.14392969615577114,54.723067678499895,8.437692501537695,4.079437255859375,2.6770572662353516,0,-9.022860010709003
11,10,never,0.0003587606263164,-2.5217447055195388,57.94245489553564,8.029607516035247,4.1077165603637695,2.5926175117492676,0,-7.932855170934972
11,11,born,0.0012553035817292,-0.4267236212478925,52.99488810965987,12.046698922560912,4.058650016784668,3.086733818054199,0,-6.680377837858752
